Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2006-06-21,1.1401560306549072,1.140625,1.127344012260437,1.128906011581421,1.128906011581421,1523200,0,0
2006-06-22,1.125,1.1270309686660767,1.0903129577636719,1.102344036102295,1.102344036102295,13612800,0,0
2006-06-23,1.097656011581421,1.1181249618530273,1.0856250524520874,1.0990630388259888,1.0990630388259888,3411200,0,0
2006-06-26,1.1015629768371582,1.109375,1.09375,1.103124976158142,1.103124976158142,3622400,0,0
2006-06-27,1.104688048362732,1.104688048362732,1.0618749856948853,1.0618749856948853,1.0618749856948853,6393600,0,0
2006-06-28,1.066406011581421,1.0771880149841309,1.0534379482269287,1.0748440027236938,1.0748440027236938,6374400,0,0
2006-06-29,1.0882810354232788,1.1398439407348633,1.0832810401916504,1.1398439407348633,1.1398439407348633,11289600,0,0
2006-06-30,1.1484379768371582,1.1484379768371582,1.1278129816055298,1.128906011581421,1.128906011581421,15168000,0,0
2006-07-03,1.1375000476837158,1.142969012260437,1.1353130340576172,1.142030954360962,1.142030954360962,2380800,0,0
2006-07-05,1.121093988418579,1.1215629577636719,1.093906044960022,1.0970309972763062,1.0970309972763062,9900800,0,0
2006-07-06,1.102344036102295,1.1109379529953003,1.086719036102295,1.0906250476837158,1.0906250476837158,5369600,0,0
2006-07-07,1.071094036102295,1.0921880006790161,1.060155987739563,1.0667190551757812,1.0667190551757812,4588800,0,0
2006-07-10,1.0765630006790161,1.0807809829711914,1.039687991142273,1.049062967300415,1.049062967300415,7987200,0,0
2006-07-11,1.0412499904632568,1.0692189931869507,1.033750057220459,1.066249966621399,1.066249966621399,10604800,0,0
2006-07-12,1.0596879720687866,1.0625,1.0187499523162842,1.024062991142273,1.024062991142273,14598400,0,0
2006-07-13,1.028905987739563,1.028905987739563,0.989063024520874,0.9914060235023499,0.9914060235023499,26745600,0,0
2006-07-14,0.987500011920929,0.989844024181366,0.9609379768371582,0.971094012260437,0.971094012260437,13856000,0,0
2006-07-17,0.978905975818634,0.984375,0.9631249904632568,0.9757810235023499,0.9757810235023499,9868800,0,0
2006-07-18,0.984375,0.987500011920929,0.9484379887580872,0.981249988079071,0.981249988079071,26054400,0,0
2006-07-19,0.978905975818634,1.0167189836502075,0.9782810211181641,1.002500057220459,1.002500057220459,16940800,0,0
2006-07-20,1.0140630006790161,1.0140630006790161,0.974219024181366,0.9751560091972351,0.9751560091972351,12019200,0,0
2006-07-21,0.9582809805870056,0.96875,0.9518749713897705,0.953125,0.953125,18630400,0,0
2006-07-24,0.9607809782028198,0.9915630221366882,0.9607809782028198,0.9882810115814209,0.9882810115814209,15334400,0,0
2006-07-25,0.9929689764976501,1.009374976158142,0.9807810187339783,0.9979689717292786,0.9979689717292786,21683200,0,0
2006-07-26,0.9937499761581421,1.015468955039978,0.981249988079071,1,1,23500800,0,0
2006-07-27,1.0210939645767212,1.0234379768371582,0.981249988079071,0.989844024181366,0.989844024181366,12038400,0,0
2006-07-28,1.0007810592651367,1.0293749570846558,0.994530975818634,1.0293749570846558,1.0293749570846558,6752000,0,0
2006-07-31,1.021875023841858,1.038280963897705,1.0148439407348633,1.027343988418579,1.027343988418579,9958400,0,0
2006-08-01,1.008594036102295,1.008594036102295,0.981249988079071,0.9921879768371582,0.9921879768371582,15609600,0,0
2006-08-02,1.003906011581421,1.026563048362732,1.0015629529953003,1.0104689598083496,1.0104689598083496,13939200,0,0
2006-08-03,0.9929689764976501,1.037500023841858,0.9921879768371582,1.027343988418579,1.027343988418579,19961600,0,0
2006-08-04,1.0464060306549072,1.0546879768371582,0.9985939860343933,1.017969012260437,1.017969012260437,18816000,0,0
2006-08-07,1.010938048362732,1.0148439407348633,0.9960939884185791,1.0056250095367432,1.0056250095367432,17017600,0,0
2006-08-08,1.009374976158142,1.015625,0.9828130006790161,0.9929689764976501,0.9929689764976501,28838400,0,0
2006-08-09,1.0064059495925903,1.0343749523162842,0.989063024520874,0.9925000071525574,0.9925000071525574,28825600,0,0
2006-08-10,0.9932810068130493,1.0128129720687866,0.9828130006790161,1.0051560401916504,1.0051560401916504,23283200,0,0
2006-08-11,0.9953129887580872,1.0007810592651367,0.9851559996604919,0.9953129887580872,0.9953129887580872,13305600,0,0
2006-08-14,1.0076559782028198,1.03125,1.0018750429153442,1.0043749809265137,1.0043749809265137,19321600,0,0
2006-08-15,1.037343978881836,1.0703129768371582,1.0232809782028198,1.0567189455032349,1.0567189455032349,22054400,0,0
2006-08-16,1.0703129768371582,1.1081249713897705,1.0640629529953003,1.107030987739563,1.107030987739563,31040000,0,0
2006-08-17,1.1085939407348633,1.129688024520874,1.100000023841858,1.114063024520874,1.114063024520874,44345600,0,0
2006-08-18,1.1101560592651367,1.117812991142273,1.089843988418579,1.1124999523162842,1.1124999523162842,16934400,0,0
2006-08-21,1.0943750143051147,1.1029690504074097,1.086719036102295,1.0921880006790161,1.0921880006790161,16275200,0,0
2006-08-22,1.1035939455032349,1.1168750524520874,1.0857809782028198,1.0950000286102295,1.0950000286102295,16268800,0,0
2006-08-23,1.0978130102157593,1.1087499856948853,1.068750023841858,1.0765630006790161,1.0765630006790161,18598400,0,0
2006-08-24,1.089063048362732,1.089843988418579,1.067188024520874,1.0848439931869507,1.0848439931869507,18432000,0,0
2006-08-25,1.073438048362732,1.1060940027236938,1.073438048362732,1.089063048362732,1.089063048362732,15257600,0,0
2006-08-28,1.0859379768371582,1.1109379529953003,1.0859379768371582,1.104688048362732,1.104688048362732,16588800,0,0
2006-08-29,1.103124976158142,1.113281011581421,1.0807809829711914,1.111719012260437,1.111719012260437,26617600,0,0
2006-08-30,1.1128129959106445,1.122655987739563,1.103124976158142,1.1215629577636719,1.1215629577636719,22585600,0,0
2006-08-31,1.121093988418579,1.127187967300415,1.113281011581421,1.120313048362732,1.120313048362732,9395200,0,0
2006-09-01,1.135938048362732,1.136718988418579,1.1201560497283936,1.1304689645767212,1.1304689645767212,18496000,0,0
2006-09-05,1.1318750381469727,1.1526559591293335,1.115625023841858,1.1507810354232788,1.1507810354232788,21452800,0,0
2006-09-06,1.129688024520874,1.1356250047683716,1.1015629768371582,1.1059379577636719,1.1059379577636719,23398400,0,0
2006-09-07,1.100000023841858,1.1176559925079346,1.087499976158142,1.096094012260437,1.096094012260437,27027200,0,0
2006-09-08,1.1015629768371582,1.1139060258865356,1.09375,1.107030987739563,1.107030987739563,13990400,0,0
2006-09-11,1.0910940170288086,1.1323440074920654,1.084375023841858,1.1218750476837158,1.1218750476837158,26662400,0,0
2006-09-12,1.1257810592651367,1.1715630292892456,1.1234380006790161,1.1654690504074097,1.1654690504074097,19027200,0,0
2006-09-13,1.1687500476837158,1.1820310354232788,1.158594012260437,1.178905963897705,1.178905963897705,22579200,0,0
2006-09-14,1.1678129434585571,1.184999942779541,1.1678129434585571,1.1776560544967651,1.1776560544967651,15187200,0,0
2006-09-15,1.205469012260437,1.2754689455032349,1.1823439598083496,1.1890629529953003,1.1890629529953003,15891200,0,0
2006-09-18,1.191406011581421,1.2048439979553223,1.176563024520874,1.1881250143051147,1.1881250143051147,13184000,0,0
2006-09-19,1.1875,1.192188024520874,1.1543749570846558,1.1737500429153442,1.1737500429153442,20812800,0,0
2006-09-20,1.1996879577636719,1.214843988418579,1.1932810544967651,1.2085939645767212,1.2085939645767212,21785600,0,0
2006-09-21,1.2156250476837158,1.221094012260437,1.1875,1.1929689645767212,1.1929689645767212,50976000,0,0
2006-09-22,1.1890629529953003,1.1890629529953003,1.1640629768371582,1.1723439693450928,1.1723439693450928,18214400,0,0
2006-09-25,1.1856249570846558,1.21875,1.1629689931869507,1.2156250476837158,1.2156250476837158,37670400,0,0
2006-09-26,1.212499976158142,1.2289060354232788,1.2051559686660767,1.2256250381469727,1.2256250381469727,24934400,0,0
2006-09-27,1.2237499952316284,1.2348439693450928,1.2085939645767212,1.2193750143051147,1.2193750143051147,27929600,0,0
2006-09-28,1.2293750047683716,1.232030987739563,1.2037500143051147,1.2265629768371582,1.2265629768371582,14444800,0,0
2006-09-29,1.2328130006790161,1.2332810163497925,1.2156250476837158,1.2171880006790161,1.2171880006790161,12473600,0,0
2006-10-02,1.211719036102295,1.219688057899475,1.1821880340576172,1.1875,1.1875,22822400,0,0
2006-10-03,1.176563024520874,1.205469012260437,1.169374942779541,1.195937991142273,1.195937991142273,20364800,0,0
2006-10-04,1.193750023841858,1.253906011581421,1.186094045639038,1.2507810592651367,1.2507810592651367,27206400,0,0
2006-10-05,1.253906011581421,1.269531011581421,1.2478129863739014,1.2671879529953003,1.2671879529953003,21580800,0,0
2006-10-06,1.2520309686660767,1.269531011581421,1.2504689693450928,1.2601560354232788,1.2601560354232788,21766400,0,0
2006-10-09,1.259531021118164,1.2796880006790161,1.254688024520874,1.2664060592651367,1.2664060592651367,12217600,0,0
2006-10-10,1.270313024520874,1.2804689407348633,1.2542190551757812,1.2734379768371582,1.2734379768371582,16710400,0,0
2006-10-11,1.259374976158142,1.2843749523162842,1.240468978881836,1.2687499523162842,1.2687499523162842,23334400,0,0
2006-10-12,1.2828129529953003,1.3109380006790161,1.2779690027236938,1.3109380006790161,1.3109380006790161,26284800,0,0
2006-10-13,1.3109380006790161,1.3273439407348633,1.303905963897705,1.320937991142273,1.320937991142273,21683200,0,0
2006-10-16,1.324218988418579,1.3335939645767212,1.3206249475479126,1.323438048362732,1.323438048362732,17868800,0,0
2006-10-17,1.3115630149841309,1.3115630149841309,1.2796880006790161,1.2976560592651367,1.2976560592651367,35289600,0,0
2006-10-18,1.3120310306549072,1.313438057899475,1.2725000381469727,1.2796880006790161,1.2796880006790161,36768000,0,0
2006-10-19,1.2737499475479126,1.300781011581421,1.2687499523162842,1.290624976158142,1.290624976158142,36089600,0,0
2006-10-20,1.2917189598083496,1.2939059734344482,1.2728129625320435,1.2937500476837158,1.2937500476837158,21696000,0,0
2006-10-23,1.2843749523162842,1.3287500143051147,1.2828129529953003,1.3168749809265137,1.3168749809265137,34579200,0,0
2006-10-24,1.3132810592651367,1.3200000524520874,1.2876559495925903,1.3043750524520874,1.3043750524520874,31315200,0,0
2006-10-25,1.3035939931869507,1.3237500190734863,1.2953130006790161,1.3203129768371582,1.3203129768371582,24864000,0,0
2006-10-26,1.3265630006790161,1.3485939502716064,1.305469036102295,1.341405987739563,1.341405987739563,30323200,0,0
2006-10-27,1.3360940217971802,1.3409379720687866,1.2953130006790161,1.3034379482269287,1.3034379482269287,31724800,0,0
2006-10-30,1.301563024520874,1.3296879529953003,1.2937500476837158,1.318750023841858,1.318750023841858,28748800,0,0
2006-10-31,1.332031011581421,1.3359379768371582,1.308750033378601,1.3265630006790161,1.3265630006790161,27744000,0,0
2006-11-01,1.3359379768371582,1.337656021118164,1.278749942779541,1.290624976158142,1.290624976158142,37939200,0,0
2006-11-02,1.287500023841858,1.2979689836502075,1.2745310068130493,1.2918750047683716,1.2918750047683716,29440000,0,0
2006-11-03,1.301563024520874,1.301563024520874,1.2649999856948853,1.2843749523162842,1.2843749523162842,42656000,0,0
2006-11-06,1.2976560592651367,1.330312967300415,1.295469045639038,1.3132810592651367,1.3132810592651367,28524800,0,0
2006-11-07,1.3250000476837158,1.3548439741134644,1.317188024520874,1.339843988418579,1.339843988418579,34387200,0,0
2006-11-08,1.3231250047683716,1.363281011581421,1.3159379959106445,1.357969045639038,1.357969045639038,41382400,0,0
2006-11-09,1.367969036102295,1.371093988418579,1.3289060592651367,1.339063048362732,1.339063048362732,32851200,0,0
2006-11-10,1.3410940170288086,1.3539060354232788,1.3296879529953003,1.3539060354232788,1.3539060354232788,24953600,0,0
2006-11-13,1.3524999618530273,1.3826559782028198,1.3493750095367432,1.3757810592651367,1.3757810592651367,28505600,0,0
2006-11-14,1.3781249523162842,1.410938024520874,1.3645310401916504,1.410938024520874,1.410938024520874,32083200,0,0
2006-11-15,1.4098440408706665,1.4375,1.4078129529953003,1.4198440313339233,1.4198440313339233,40307200,0,0
2006-11-16,1.426563024520874,1.4379689693450928,1.4140629768371582,1.4343750476837158,1.4343750476837158,26201600,0,0
2006-11-17,1.415624976158142,1.431249976158142,1.408750057220459,1.431249976158142,1.431249976158142,24064000,0,0
2006-11-20,1.419530987739563,1.4424999952316284,1.4134379625320435,1.4367189407348633,1.4367189407348633,20883200,0,0
2006-11-21,1.4382810592651367,1.4426560401916504,1.4278130531311035,1.4406249523162842,1.4406249523162842,25177600,0,0
2006-11-22,1.4462499618530273,1.460155963897705,1.427968978881836,1.4587500095367432,1.4587500095367432,20697600,0,0
2006-11-24,1.435155987739563,1.464843988418579,1.435155987739563,1.4495309591293335,1.4495309591293335,15078400,0,0
2006-11-27,1.435155987739563,1.4476560354232788,1.3828129768371582,1.3842190504074097,1.3842190504074097,55340800,0,0
2006-11-28,1.375,1.396718978881836,1.3648439645767212,1.388280987739563,1.388280987739563,44339200,0,0
