Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2006-11-29,1.412500023841858,1.4192190170288086,1.3856250047683716,1.410938024520874,1.410938024520874,36140800,0,0
2006-11-30,1.412500023841858,1.4234379529953003,1.3946880102157593,1.4065630435943604,1.4065630435943604,44883200,0,0
2006-12-01,1.4098440408706665,1.413280963897705,1.359531044960022,1.3878129720687866,1.3878129720687866,59769600,0,0
2006-12-04,1.3934379816055298,1.433593988418579,1.386875033378601,1.4226560592651367,1.4226560592651367,33427200,0,0
2006-12-05,1.4309380054473877,1.4395309686660767,1.417188048362732,1.4295309782028198,1.4295309782028198,24160000,0,0
2006-12-06,1.426563024520874,1.4292190074920654,1.4096879959106445,1.4190629720687866,1.4190629720687866,23872000,0,0
2006-12-07,1.426563024520874,1.433593988418579,1.383594036102295,1.384374976158142,1.384374976158142,42233600,0,0
2006-12-08,1.3757810592651367,1.419530987739563,1.3701560497283936,1.3984379768371582,1.3984379768371582,46950400,0,0
2006-12-11,1.392969012260437,1.425624966621399,1.3878129720687866,1.4093749523162842,1.4093749523162842,27724800,0,0
2006-12-12,1.40625,1.4104690551757812,1.375,1.3909380435943604,1.3909380435943604,53401600,0,0
2006-12-13,1.4081250429153442,1.408594012260437,1.379688024520874,1.394531011581421,1.394531011581421,31980800,0,0
2006-12-14,1.4021879434585571,1.4382810592651367,1.4007810354232788,1.424219012260437,1.424219012260437,39392000,0,0
2006-12-15,1.4489059448242188,1.454063057899475,1.428905963897705,1.433593988418579,1.433593988418579,40691200,0,0
2006-12-18,1.4439059495925903,1.453125,1.393125057220459,1.4007810354232788,1.4007810354232788,45081600,0,0
2006-12-19,1.3815629482269287,1.4089059829711914,1.3653130531311035,1.395313024520874,1.395313024520874,58912000,0,0
2006-12-20,1.34375,1.34375,1.3003129959106445,1.301563024520874,1.301563024520874,31494400,0.084703,0
2006-12-21,1.3023439645767212,1.305469036102295,1.2712500095367432,1.283594012260437,1.283594012260437,36409600,0,0
2006-12-22,1.2801560163497925,1.2804689407348633,1.256250023841858,1.259374976158142,1.259374976158142,48979200,0,0
2006-12-26,1.256250023841858,1.2667189836502075,1.2515629529953003,1.265625,1.265625,16716800,0,0
2006-12-27,1.2660939693450928,1.281093955039978,1.2623440027236938,1.2779690027236938,1.2779690027236938,22560000,0,0
2006-12-28,1.274219036102295,1.2781250476837158,1.2581249475479126,1.2671879529953003,1.2671879529953003,18995200,0,0
2006-12-29,1.2671879529953003,1.2937500476837158,1.263280987739563,1.2662500143051147,1.2662500143051147,24550400,0,0
2007-01-03,1.293125033378601,1.3165630102157593,1.2312500476837158,1.270313024520874,1.270313024520874,75315200,0,0
2007-01-04,1.2710939645767212,1.3251559734344482,1.261718988418579,1.3159379959106445,1.3159379959106445,43257600,0,0
2007-01-05,1.3021880388259888,1.307813048362732,1.282655954360962,1.296875,1.296875,34419200,0,0
2007-01-08,1.307813048362732,1.319530963897705,1.2890629768371582,1.3049999475479126,1.3049999475479126,32780800,0,0
2007-01-09,1.3128130435943604,1.330469012260437,1.2909380197525024,1.320937991142273,1.320937991142273,50169600,0,0
2007-01-10,1.3117189407348633,1.355468988418579,1.303905963897705,1.355468988418579,1.355468988418579,39436800,0,0
2007-01-11,1.355468988418579,1.3875000476837158,1.354688048362732,1.3781249523162842,1.3781249523162842,47155200,0,0
2007-01-12,1.3754689693450928,1.395313024520874,1.3717190027236938,1.3921879529953003,1.3921879529953003,38764800,0,0
2007-01-16,1.3921879529953003,1.3971879482269287,1.3807810544967651,1.3921879529953003,1.3921879529953003,40505600,0,0
2007-01-17,1.3909380435943604,1.3909380435943604,1.361875057220459,1.3668750524520874,1.3668750524520874,31340800,0,0
2007-01-18,1.360313057899475,1.3614059686660767,1.3071880340576172,1.3109380006790161,1.3109380006790161,90720000,0,0
2007-01-19,1.3067189455032349,1.3250000476837158,1.303905963897705,1.314844012260437,1.314844012260437,59116800,0,0
2007-01-22,1.321874976158142,1.321874976158142,1.2796880006790161,1.2890629768371582,1.2890629768371582,64390400,0,0
2007-01-23,1.2923439741134644,1.3070310354232788,1.278905987739563,1.2829689979553223,1.2829689979553223,46195200,0,0
2007-01-24,1.2985939979553223,1.325780987739563,1.2937500476837158,1.321874976158142,1.321874976158142,38483200,0,0
2007-01-25,1.3293750286102295,1.335155963897705,1.2825000286102295,1.285938024520874,1.285938024520874,61868800,0,0
2007-01-26,1.2959380149841309,1.2959380149841309,1.2671879529953003,1.2770309448242188,1.2770309448242188,55136000,0,0
2007-01-29,1.2757810354232788,1.3017189502716064,1.271718978881836,1.2845309972763062,1.2845309972763062,51174400,0,0
2007-01-30,1.2868750095367432,1.2934379577636719,1.278905987739563,1.2879689931869507,1.2879689931869507,24473600,0,0
2007-01-31,1.2817189693450928,1.3157809972763062,1.2676559686660767,1.303905963897705,1.303905963897705,71808000,0,0
2007-02-01,1.3198440074920654,1.329530954360962,1.296875,1.305469036102295,1.305469036102295,55014400,0,0
2007-02-02,1.312656044960022,1.3196879625320435,1.3004690408706665,1.3167190551757812,1.3167190551757812,38931200,0,0
2007-02-05,1.312343955039978,1.3240629434585571,1.3032809495925903,1.3121880292892456,1.3121880292892456,31225600,0,0
2007-02-06,1.3151559829711914,1.3179689645767212,1.2815630435943604,1.306249976158142,1.306249976158142,49286400,0,0
2007-02-07,1.3240629434585571,1.3428130149841309,1.3118749856948853,1.3373440504074097,1.3373440504074097,54099200,0,0
2007-02-08,1.328281044960022,1.3393750190734863,1.3170310258865356,1.3378130197525024,1.3378130197525024,28684800,0,0
2007-02-09,1.3378130197525024,1.3464059829711914,1.288280963897705,1.2960939407348633,1.2960939407348633,61971200,0,0
2007-02-12,1.2948440313339233,1.2960939407348633,1.2796880006790161,1.2857810258865356,1.2857810258865356,40531200,0,0
2007-02-13,1.2946879863739014,1.3028130531311035,1.2862499952316284,1.2998440265655518,1.2998440265655518,40096000,0,0
2007-02-14,1.305469036102295,1.3445310592651367,1.3049999475479126,1.3387500047683716,1.3387500047683716,51052800,0,0
2007-02-15,1.3404690027236938,1.3529690504074097,1.3354690074920654,1.3529690504074097,1.3529690504074097,27660800,0,0
2007-02-16,1.3424999713897705,1.3504689931869507,1.3359379768371582,1.348438024520874,1.348438024520874,19801600,0,0
2007-02-20,1.3421880006790161,1.3685940504074097,1.3265630006790161,1.364063024520874,1.364063024520874,35174400,0,0
2007-02-21,1.3539060354232788,1.3742189407348633,1.3504689931869507,1.3729690313339233,1.3729690313339233,71372800,0,0
2007-02-22,1.3826559782028198,1.3926559686660767,1.3642189502716064,1.3875000476837158,1.3875000476837158,37625600,0,0
2007-02-23,1.384374976158142,1.384374976158142,1.363281011581421,1.375,1.375,23622400,0,0
2007-02-26,1.3887499570846558,1.3887499570846558,1.3445310592651367,1.3624999523162842,1.3624999523162842,39673600,0,0
2007-02-27,1.312656044960022,1.3264060020446777,1.2293750047683716,1.2312500476837158,1.2312500476837158,143776000,0,0
2007-02-28,1.247655987739563,1.2820310592651367,1.2265629768371582,1.2576559782028198,1.2576559782028198,87148800,0,0
2007-03-01,1.2195310592651367,1.2714060544967651,1.1934380531311035,1.2445310354232788,1.2445310354232788,109964800,0,0
2007-03-02,1.2348439693450928,1.2451560497283936,1.2009379863739014,1.2009379863739014,1.2009379863739014,124332800,0,0
2007-03-05,1.187343955039978,1.2237499952316284,1.1832809448242188,1.1843750476837158,1.1843750476837158,134688000,0,0
2007-03-06,1.203125,1.2337499856948853,1.203125,1.2276560068130493,1.2276560068130493,109542400,0,0
2007-03-07,1.225780963897705,1.2335939407348633,1.2151559591293335,1.216405987739563,1.216405987739563,84012800,0,0
2007-03-08,1.2420309782028198,1.2482810020446777,1.2254689931869507,1.239063024520874,1.239063024520874,76480000,0,0
2007-03-09,1.252344012260437,1.2531249523162842,1.2156250476837158,1.2346880435943604,1.2346880435943604,65689600,0,0
2007-03-12,1.2270309925079346,1.2495310306549072,1.2270309925079346,1.246093988418579,1.246093988418579,41395200,0,0
2007-03-13,1.2315629720687866,1.246093988418579,1.191406011581421,1.1989059448242188,1.1989059448242188,104352000,0,0
2007-03-14,1.2004690170288086,1.2321879863739014,1.1817189455032349,1.2321879863739014,1.2321879863739014,152550400,0,0
2007-03-15,1.2251559495925903,1.2350000143051147,1.2171880006790161,1.2287499904632568,1.2287499904632568,68441600,0,0
2007-03-16,1.2289060354232788,1.2348439693450928,1.2110940217971802,1.2242189645767212,1.2242189645767212,71257600,0,0
2007-03-19,1.2374999523162842,1.254688024520874,1.2300000190734863,1.2489060163497925,1.2489060163497925,64025600,0,0
2007-03-20,1.2468750476837158,1.265781044960022,1.2450000047683716,1.265625,1.265625,51993600,0,0
2007-03-21,1.2671879529953003,1.316249966621399,1.252344012260437,1.3125,1.3125,119865600,0,0
2007-03-22,1.3140629529953003,1.3140629529953003,1.2956249713897705,1.3046879768371582,1.3046879768371582,85292800,0,0
2007-03-23,1.3010940551757812,1.3109380006790161,1.2920310497283936,1.2932809591293335,1.2932809591293335,46451200,0,0
2007-03-26,1.297031044960022,1.3082809448242188,1.2673439979553223,1.3032809495925903,1.3032809495925903,62470400,0,0
2007-03-27,1.2999999523162842,1.300624966621399,1.2860939502716064,1.2892190217971802,1.2892190217971802,41369600,0.000188,0
2007-03-28,1.2768750190734863,1.2892190217971802,1.2599999904632568,1.2625000476837158,1.2625000476837158,92390400,0,0
2007-03-29,1.2782809734344482,1.2782809734344482,1.2362500429153442,1.260938048362732,1.260938048362732,134150400,0,0
2007-03-30,1.2648439407348633,1.2793749570846558,1.2421879768371582,1.2653130292892456,1.2653130292892456,75686400,0,0
2007-04-02,1.269531011581421,1.272655963897705,1.247499942779541,1.2606250047683716,1.2606250047683716,63814400,0,0
2007-04-03,1.2764060497283936,1.3037500381469727,1.2743749618530273,1.297031044960022,1.297031044960022,67308800,0,0
2007-04-04,1.2939059734344482,1.3076560497283936,1.2937500476837158,1.3046879768371582,1.3046879768371582,52313600,0,0
2007-04-05,1.300624966621399,1.320937991142273,1.2984379529953003,1.318750023841858,1.318750023841858,40307200,0,0
2007-04-09,1.328125,1.328125,1.3067189455032349,1.312343955039978,1.312343955039978,51251200,0,0
2007-04-10,1.311094045639038,1.3239059448242188,1.3109380006790161,1.3224999904632568,1.3224999904632568,37568000,0,0
2007-04-11,1.319530963897705,1.319530963897705,1.2884379625320435,1.295469045639038,1.295469045639038,65952000,0,0
2007-04-12,1.2951560020446777,1.3200000524520874,1.2815630435943604,1.3179689645767212,1.3179689645767212,60236800,0,0
2007-04-13,1.314844012260437,1.3253129720687866,1.2999999523162842,1.3226560354232788,1.3226560354232788,52838400,0,0
2007-04-16,1.332031011581421,1.350000023841858,1.332031011581421,1.3457809686660767,1.3457809686660767,45024000,0,0
2007-04-17,1.3485939502716064,1.3534380197525024,1.339063048362732,1.3512500524520874,1.3512500524520874,48000000,0,0
2007-04-18,1.3404690027236938,1.3542189598083496,1.3310940265655518,1.346094012260437,1.346094012260437,36531200,0,0
2007-04-19,1.3298439979553223,1.3553129434585571,1.324218988418579,1.3471879959106445,1.3471879959106445,62374400,0,0
2007-04-20,1.363124966621399,1.3779690265655518,1.3526560068130493,1.3674999475479126,1.3674999475479126,53209600,0,0
2007-04-23,1.3674999475479126,1.375,1.360780954360962,1.3681249618530273,1.3681249618530273,29760000,0,0
2007-04-24,1.3760939836502075,1.3898439407348633,1.359375,1.3790630102157593,1.3790630102157593,48864000,0,0
2007-04-25,1.3896880149841309,1.419374942779541,1.3817189931869507,1.4187500476837158,1.4187500476837158,53702400,0,0
2007-04-26,1.435155987739563,1.4390629529953003,1.4198440313339233,1.433593988418579,1.433593988418579,61510400,0,0
2007-04-27,1.422031044960022,1.4362499713897705,1.4178129434585571,1.435155987739563,1.435155987739563,105958400,0,0
2007-04-30,1.4267189502716064,1.4310940504074097,1.3935940265655518,1.397655963897705,1.397655963897705,50624000,0,0
2007-05-01,1.3984379768371582,1.40625,1.3778129816055298,1.40625,1.40625,75372800,0,0
2007-05-02,1.4035940170288086,1.4334379434585571,1.4035940170288086,1.424219012260437,1.424219012260437,49568000,0,0
2007-05-03,1.4296879768371582,1.4410940408706665,1.4235939979553223,1.435155987739563,1.435155987739563,55737600,0,0
2007-05-04,1.4440629482269287,1.4509379863739014,1.4235939979553223,1.4385939836502075,1.4385939836502075,54489600,0,0
2007-05-07,1.4368749856948853,1.443750023841858,1.4315630197525024,1.4353129863739014,1.4353129863739014,31603200,0,0
2007-05-08,1.4225000143051147,1.4429689645767212,1.414687991142273,1.4345309734344482,1.4345309734344482,57024000,0,0
2007-05-09,1.426563024520874,1.4546879529953003,1.4249999523162842,1.4451559782028198,1.4451559782028198,56448000,0,0
2007-05-10,1.4367189407348633,1.4432810544967651,1.399999976158142,1.4089059829711914,1.4089059829711914,97267200,0,0
2007-05-11,1.408594012260437,1.4424999952316284,1.4068750143051147,1.4420310258865356,1.4420310258865356,70611200,0,0
2007-05-14,1.4426560401916504,1.4482810497283936,1.4067189693450928,1.4212499856948853,1.4212499856948853,78387200,0,0
2007-05-15,1.4198440313339233,1.4370310306549072,1.392969012260437,1.4007810354232788,1.4007810354232788,89324800,0,0
2007-05-16,1.4065630435943604,1.428125023841858,1.3887499570846558,1.4268749952316284,1.4268749952316284,71763200,0,0
2007-05-17,1.421718955039978,1.4278130531311035,1.4106249809265137,1.4115630388259888,1.4115630388259888,48966400,0,0
2007-05-18,1.421875,1.434999942779541,1.4154690504074097,1.4346879720687866,1.4346879720687866,54425600,0,0
2007-05-21,1.4371880292892456,1.4670310020446777,1.433750033378601,1.4546879529953003,1.4546879529953003,94963200,0,0
2007-05-22,1.4539060592651367,1.4704689979553223,1.4454690217971802,1.4564059972763062,1.4564059972763062,48595200,0,0
2007-05-23,1.4654690027236938,1.4759379625320435,1.4410940408706665,1.443593978881836,1.443593978881836,54054400,0,0
2007-05-24,1.439844012260437,1.4559379816055298,1.3903130292892456,1.4028129577636719,1.4028129577636719,123494400,0,0
2007-05-25,1.407655954360962,1.424375057220459,1.4021879434585571,1.4178129434585571,1.4178129434585571,52275200,0,0
2007-05-29,1.421718955039978,1.4418749809265137,1.4145309925079346,1.4359380006790161,1.4359380006790161,60640000,0,0
2007-05-30,1.415781021118164,1.4628130197525024,1.409999966621399,1.4614059925079346,1.4614059925079346,72908800,0,0
2007-05-31,1.4682810306549072,1.4815629720687866,1.4628130197525024,1.4798439741134644,1.4798439741134644,60012800,0,0
2007-06-01,1.4854689836502075,1.4959379434585571,1.472499966621399,1.4785939455032349,1.4785939455032349,51859200,0,0
2007-06-04,1.4671880006790161,1.4879690408706665,1.4639060497283936,1.4828130006790161,1.4828130006790161,35552000,0,0
2007-06-05,1.475000023841858,1.4848439693450928,1.4564059972763062,1.4848439693450928,1.4848439693450928,86380800,0,0
2007-06-06,1.4698439836502075,1.471094012260437,1.445937991142273,1.4509379863739014,1.4509379863739014,93094400,0,0
