Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2009-02-06,2.4808,2.6875,2.4667,2.6517,2.0555,174416400,0.0,0.0,0.0
2009-02-09,2.6492,2.73,2.6017,2.6692,2.069,123003600,0.0,0.0,0.0
2009-02-10,2.5958,2.6675,2.2475,2.2975,1.7809,261804000,0.0,0.0,0.0
2009-02-11,2.3333,2.375,2.2408,2.3375,1.812,170080800,0.0,0.0,0.0
2009-02-12,2.2258,2.3583,2.1358,2.3517,1.8229,226532400,0.0,0.0,0.0
2009-02-13,2.3342,2.3942,2.2708,2.28,1.7674,137535600,0.0,0.0,0.0
2009-02-17,2.0733,2.0933,1.9583,1.9683,1.5258,262568400,0.0,0.0,0.0
2009-02-18,2.0267,2.03,1.9067,1.9625,1.5213,197564400,0.0,0.0,0.0
2009-02-19,2.0233,2.0475,1.8858,1.8983,1.4715,187294800,0.0,0.0,0.0
2009-02-20,1.7908,1.9375,1.725,1.8358,1.4231,292909200,0.0,0.0,0.0
2009-02-23,1.9058,1.9233,1.6358,1.6558,1.2835,267398400,0.0,0.0,0.0
2009-02-24,1.685,1.8575,1.6575,1.8342,1.4218,277934400,0.0,0.0,0.0
2009-02-25,1.8025,1.8942,1.6992,1.7767,1.3772,343731600,0.0,0.0,0.0
2009-02-26,1.8458,1.8858,1.6883,1.6958,1.3146,297150000,0.0,0.0,0.0
2009-02-27,1.59,1.7,1.5742,1.5867,1.2299,333808800,0.0,0.0,0.0
2009-03-02,1.4925,1.52,1.3583,1.3717,1.0633,332221200,0.0,0.0,0.0
2009-03-03,1.43,1.43,1.3058,1.34,1.0387,329433600,0.0,0.0,0.0
2009-03-04,1.4075,1.4983,1.3625,1.425,1.1046,362257200,0.0,0.0,0.0
2009-03-05,1.34,1.3875,1.2242,1.2583,0.9754,382197600,0.0,0.0,0.0
2009-03-06,1.2925,1.3483,1.1667,1.2592,0.9761,396495600,0.0,0.0,0.0
2009-03-09,1.2092,1.3258,1.2025,1.2167,0.9431,351142800,0.0,0.0,0.0
