Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2010-12-23,115.44,115.52,115.16,115.42,88.1853,57400,0.0,0.0,0.0
2010-12-27,114.46,115.02,114.4,114.98,88.2513,71800,0.526,0.0,0.0
2010-12-28,115.22,115.22,114.8,115.1,88.3435,56650,0.0,0.0,0.0
2010-12-29,115.32,115.44,115.2,115.2,88.4202,53600,0.0,0.0,0.0
2010-12-30,115.12,115.26,114.88,115.02,88.2821,78900,0.0,0.0,0.0
2010-12-31,114.86,115.14,114.68,115.14,88.3741,145750,0.0,0.0,0.0
2011-01-03,115.94,116.66,115.9,116.22,89.2031,119200,0.0,0.0,0.0
2011-01-04,116.56,116.56,115.5,116.12,89.1264,108350,0.0,0.0,0.0
2011-01-05,115.86,116.8,115.72,116.74,89.6022,717750,0.0,0.0,0.0
2011-01-06,116.84,116.92,116.22,116.54,89.4487,72450,0.0,0.0,0.0
2011-01-07,116.7,116.86,115.48,116.3,89.2645,82250,0.0,0.0,0.0
2011-01-10,115.88,116.28,115.48,116.2,89.1877,124500,0.0,0.0,0.0
2011-01-11,116.66,116.84,116.12,116.58,89.4794,131700,0.0,0.0,0.0
2011-01-12,117.32,117.72,117.1,117.62,90.2776,107350,0.0,0.0,0.0
2011-01-13,117.68,117.74,117.16,117.46,90.1549,96050,0.0,0.0,0.0
2011-01-14,117.3,118.34,117.26,118.3,90.7996,193400,0.0,0.0,0.0
2011-01-18,118.26,118.58,118.04,118.5,90.9531,194900,0.0,0.0,0.0
2011-01-19,118.44,118.5,117.02,117.32,90.0474,111950,0.0,0.0,0.0
2011-01-20,117.08,117.38,116.32,117.18,89.9399,103450,0.0,0.0,0.0
2011-01-21,117.9,118.14,117.32,117.44,90.1395,117950,0.0,0.0,0.0
2011-01-24,117.4,118.2,117.38,118.16,90.6921,455900,0.0,0.0,0.0
2011-01-25,117.8,118.2,117.2,118.12,90.6614,226550,0.0,0.0,0.0
2011-01-26,118.44,118.94,118.24,118.74,91.1373,109250,0.0,0.0,0.0
2011-01-27,118.68,119.1,118.48,118.9,91.2601,297250,0.0,0.0,0.0
2011-01-28,119.08,119.22,116.68,116.8,89.6482,891400,0.0,0.0,0.0
2011-01-31,117.22,117.8,116.94,117.7,90.339,140550,0.0,0.0,0.0
2011-02-01,118.48,119.78,118.38,119.54,91.7513,147400,0.0,0.0,0.0
2011-02-02,119.24,119.66,119.24,119.34,91.5978,91000,0.0,0.0,0.0
2011-02-03,119.2,119.8,118.5,119.64,91.8281,72250,0.0,0.0,0.0
2011-02-04,119.7,120.02,119.14,119.96,92.0737,97050,0.0,0.0,0.0
2011-02-07,120.3,121.12,120.26,120.72,92.657,118050,0.0,0.0,0.0
2011-02-08,120.88,121.3,120.6,121.28,93.0868,153500,0.0,0.0,0.0
2011-02-09,120.98,121.28,120.46,120.98,92.8566,139650,0.0,0.0,0.0
2011-02-10,120.4,121.16,120.16,121.02,92.8873,125200,0.0,0.0,0.0
2011-02-11,120.6,121.92,120.56,121.78,93.4706,149200,0.0,0.0,0.0
2011-02-14,121.72,122.14,121.58,122.08,93.7008,92200,0.0,0.0,0.0
2011-02-15,121.72,121.86,121.38,121.64,93.3631,82150,0.0,0.0,0.0
2011-02-16,122.1,122.6,121.98,122.42,93.9618,94300,0.0,0.0,0.0
2011-02-17,122.06,122.96,121.96,122.88,94.3149,158250,0.0,0.0,0.0
2011-02-18,122.96,123.22,122.68,123.08,94.4684,120800,0.0,0.0,0.0
2011-02-22,121.68,122.38,120.24,120.56,92.5342,288400,0.0,0.0,0.0
2011-02-23,120.5,120.76,119.1,119.88,92.0123,276000,0.0,0.0,0.0
2011-02-24,119.66,120.16,118.66,119.76,91.9202,241300,0.0,0.0,0.0
2011-02-25,120.34,121.12,120.2,121.06,92.918,106350,0.0,0.0,0.0
2011-02-28,121.54,121.94,121.16,121.78,93.4706,208350,0.0,0.0,0.0
2011-03-01,122.28,122.3,119.7,119.7,91.8741,235350,0.0,0.0,0.0
2011-03-02,119.62,120.56,119.5,120.04,92.1351,176350,0.0,0.0,0.0
2011-03-03,121.08,122.24,121.08,122.1,93.7162,136450,0.0,0.0,0.0
2011-03-04,122.06,122.06,120.4,121.2,93.0254,168250,0.0,0.0,0.0
2011-03-07,121.6,121.74,119.6,120.14,92.2118,155200,0.0,0.0,0.0
2011-03-08,120.42,121.62,119.96,121.26,93.0715,106350,0.0,0.0,0.0
2011-03-09,121.06,121.38,120.5,121.12,92.964,116450,0.0,0.0,0.0
2011-03-10,119.88,119.88,118.76,118.9,91.2601,267850,0.0,0.0,0.0
2011-03-11,118.4,120.14,118.4,119.7,91.8741,134350,0.0,0.0,0.0
2011-03-14,118.96,119.26,118.06,119.0,91.3368,146100,0.0,0.0,0.0
2011-03-15,115.82,118.24,115.62,117.68,90.3237,346800,0.0,0.0,0.0
2011-03-16,117.26,117.56,114.64,115.44,88.6044,339900,0.0,0.0,0.0
2011-03-17,117.14,117.4,116.24,116.88,89.7097,176200,0.0,0.0,0.0
2011-03-18,118.4,118.4,117.14,117.38,90.0934,127700,0.0,0.0,0.0
2011-03-21,118.84,119.38,118.68,119.16,91.4596,136100,0.0,0.0,0.0
2011-03-22,119.18,119.3,118.7,118.74,91.1373,137800,0.0,0.0,0.0
2011-03-23,118.52,119.42,117.94,119.12,91.4289,204150,0.0,0.0,0.0
2011-03-24,119.82,120.38,119.2,120.24,92.2886,110800,0.0,0.0,0.0
2011-03-25,120.02,120.58,119.78,120.06,92.563,134300,0.536,0.0,0.0
2011-03-28,120.38,120.64,119.76,119.8,92.3626,166150,0.0,0.0,0.0
2011-03-29,119.7,120.62,119.3,120.58,92.964,110950,0.0,0.0,0.0
2011-03-30,121.24,121.74,121.12,121.4,93.5962,105550,0.0,0.0,0.0
2011-03-31,121.3,121.56,121.1,121.24,93.4728,127500,0.0,0.0,0.0
2011-04-01,122.12,122.34,121.5,121.8,93.9045,70400,0.0,0.0,0.0
2011-04-04,122.1,122.26,121.52,121.86,93.9508,78800,0.0,0.0,0.0
2011-04-05,121.56,122.32,121.56,121.86,93.9508,204950,0.0,0.0,0.0
2011-04-06,122.48,122.5,121.78,122.22,94.2284,142900,0.0,0.0,0.0
2011-04-07,122.06,122.5,121.36,122.0,94.0587,107150,0.0,0.0,0.0
2011-04-08,122.5,122.52,121.02,121.54,93.7041,86850,0.0,0.0,0.0
2011-04-11,121.68,122.02,120.92,121.12,93.3803,139650,0.0,0.0,0.0
2011-04-12,120.5,120.6,119.8,120.24,92.7019,104800,0.0,0.0,0.0
2011-04-13,120.84,120.9,119.8,120.28,92.7327,185100,0.0,0.0,0.0
2011-04-14,119.58,120.5,119.16,120.3,92.7481,78450,0.0,0.0,0.0
2011-04-15,120.5,121.04,120.22,120.72,93.0719,79700,0.0,0.0,0.0
2011-04-18,119.3,119.6,118.44,119.4,92.0542,151650,0.0,0.0,0.0
2011-04-19,119.62,120.14,119.32,120.14,92.6247,78900,0.0,0.0,0.0
2011-04-20,121.58,121.98,121.48,121.76,93.8737,173250,0.0,0.0,0.0
2011-04-21,122.38,122.38,121.94,122.3,94.29,197850,0.0,0.0,0.0
2011-04-25,122.32,122.4,121.82,122.18,94.1975,99000,0.0,0.0,0.0
2011-04-26,122.62,123.5,122.52,123.24,95.0147,85050,0.0,0.0,0.0
2011-04-27,123.56,124.24,123.0,124.04,95.6315,72850,0.0,0.0,0.0
2011-04-28,123.9,124.6,123.86,124.44,95.9399,66050,0.0,0.0,0.0
2011-04-29,124.5,124.88,124.42,124.8,96.2175,99000,0.0,0.0,0.0
2011-05-02,125.44,125.44,124.32,124.52,96.0016,131000,0.0,0.0,0.0
2011-05-03,124.36,124.52,123.5,124.12,95.6932,66500,0.0,0.0,0.0
2011-05-04,124.1,124.1,122.78,123.28,95.0456,107000,0.0,0.0,0.0
2011-05-05,122.62,123.36,121.64,122.2,94.2129,98950,0.0,0.0,0.0
2011-05-06,123.48,124.0,122.28,122.78,94.6601,138550,0.0,0.0,0.0
2011-05-09,122.8,123.58,122.58,123.28,95.0456,66000,0.0,0.0,0.0
2011-05-10,123.66,124.48,123.52,124.3,95.832,175550,0.0,0.0,0.0
2011-05-11,124.12,124.12,122.42,122.98,94.8143,174400,0.0,0.0,0.0
2011-05-12,122.68,123.74,122.02,123.64,95.3231,113500,0.0,0.0,0.0
2011-05-13,123.62,123.7,122.2,122.56,94.4905,126400,0.0,0.0,0.0
2011-05-16,122.2,123.02,121.62,121.8,93.9045,113500,0.0,0.0,0.0
2011-05-17,121.36,121.86,120.92,121.78,93.8892,142400,0.0,0.0,0.0
2011-05-18,121.9,122.98,121.68,122.92,94.768,70550,0.0,0.0,0.0
2011-05-19,123.34,123.46,122.64,123.08,94.8914,266650,0.0,0.0,0.0
2011-05-20,122.86,123.0,122.0,122.26,94.2592,95450,0.0,0.0,0.0
2011-05-23,120.7,121.16,120.4,120.8,93.1336,136200,0.0,0.0,0.0
2011-05-24,121.16,121.36,120.52,120.7,93.0565,89650,0.0,0.0,0.0
2011-05-25,120.16,121.5,120.16,121.1,93.3649,62300,0.0,0.0,0.0
2011-05-26,120.78,121.8,120.54,121.58,93.7349,60450,0.0,0.0,0.0
2011-05-27,121.98,122.4,121.86,122.12,94.1512,47600,0.0,0.0,0.0
2011-05-31,123.3,123.36,122.42,123.34,95.0918,172500,0.0,0.0,0.0
2011-06-01,123.04,123.04,120.54,120.6,92.9794,222000,0.0,0.0,0.0
2011-06-02,120.7,120.92,119.82,120.46,92.8714,211800,0.0,0.0,0.0
2011-06-03,119.0,120.18,119.0,119.3,91.9771,148450,0.0,0.0,0.0
2011-06-06,119.06,119.18,117.94,118.04,91.0057,113250,0.0,0.0,0.0
2011-06-07,118.52,118.94,117.86,117.88,90.8823,203700,0.0,0.0,0.0
2011-06-08,117.7,118.08,117.26,117.4,90.5123,87600,0.0,0.0,0.0
2011-06-09,117.78,118.78,117.46,118.3,91.2061,43350,0.0,0.0,0.0
2011-06-10,117.84,117.86,116.4,116.64,89.9263,106750,0.0,0.0,0.0
2011-06-13,116.9,117.22,116.18,116.72,89.988,77900,0.0,0.0,0.0
2011-06-14,117.82,118.66,117.82,118.22,91.1445,75400,0.0,0.0,0.0
2011-06-15,117.28,117.56,115.9,116.16,89.5563,79700,0.0,0.0,0.0
2011-06-16,116.2,116.9,115.54,116.38,89.7259,66050,0.0,0.0,0.0
2011-06-17,117.48,117.5,116.38,116.7,89.9726,58800,0.0,0.0,0.0
2011-06-20,116.34,117.56,116.32,117.36,90.4814,53700,0.0,0.0,0.0
2011-06-21,117.94,119.16,117.84,118.96,91.715,132450,0.0,0.0,0.0
2011-06-22,118.66,119.26,118.2,118.26,91.1753,106050,0.0,0.0,0.0
2011-06-23,116.84,117.9,116.0,117.86,90.8669,260750,0.0,0.0,0.0
2011-06-24,117.32,117.36,115.8,116.0,89.8675,114500,0.57,0.0,0.0
2011-06-27,116.08,117.42,115.82,116.98,90.6268,77850,0.0,0.0,0.0
2011-06-28,117.48,118.52,117.36,118.48,91.7888,59500,0.0,0.0,0.0
2011-06-29,119.1,119.7,118.66,119.54,92.61,125350,0.0,0.0,0.0
2011-06-30,119.94,120.84,119.82,120.68,93.4932,124850,0.0,0.0,0.0
2011-07-01,120.74,122.6,120.54,122.5,94.9032,139550,0.0,0.0,0.0
2011-07-05,122.4,122.6,122.0,122.3,94.7483,91850,0.0,0.0,0.0
2011-07-06,122.08,122.64,121.76,122.48,94.8877,94850,0.0,0.0,0.0
2011-07-07,123.58,124.1,123.38,123.82,95.9258,195400,0.0,0.0,0.0
2011-07-08,122.4,122.98,122.02,122.98,95.2751,105600,0.0,0.0,0.0
2011-07-11,121.44,121.84,120.44,120.7,93.5087,92750,0.0,0.0,0.0
2011-07-12,120.46,121.42,120.16,120.16,93.0903,132400,0.0,0.0,0.0
2011-07-13,120.82,121.82,120.32,120.58,93.4158,129700,0.0,0.0,0.0
2011-07-14,120.92,121.38,119.52,119.8,92.8114,55900,0.0,0.0,0.0
2011-07-15,120.46,120.58,119.64,120.46,93.3228,40350,0.0,0.0,0.0
2011-07-18,119.94,120.02,118.56,119.44,92.5326,94000,0.0,0.0,0.0
2011-07-19,120.14,121.48,120.08,121.38,94.0355,233300,0.0,0.0,0.0
2011-07-20,121.76,121.78,121.16,121.38,94.0355,90750,0.0,0.0,0.0
2011-07-21,122.0,123.24,121.78,123.0,95.2906,234250,0.0,0.0,0.0
2011-07-22,123.0,123.2,122.4,123.1,95.368,90250,0.0,0.0,0.0
2011-07-25,121.88,123.0,121.8,122.4,94.8257,183650,0.0,0.0,0.0
2011-07-26,122.32,122.5,121.68,121.88,94.4229,138850,0.0,0.0,0.0
2011-07-27,121.2,121.24,119.3,119.46,92.548,470300,0.0,0.0,0.0
2011-07-28,119.42,120.48,118.96,119.12,92.2846,169150,0.0,0.0,0.0
2011-07-29,117.96,119.36,117.44,118.2,91.5719,194600,0.0,0.0,0.0
2011-08-01,119.78,119.82,116.68,117.78,91.2465,435950,0.0,0.0,0.0
2011-08-02,116.96,117.5,114.78,114.84,88.9688,258400,0.0,0.0,0.0
2011-08-03,114.96,115.54,112.98,115.42,89.4182,380550,0.0,0.0,0.0
2011-08-04,113.88,113.96,109.84,110.02,85.2347,504200,0.0,0.0,0.0
2011-08-05,111.38,111.66,106.94,109.78,85.0488,538450,0.0,0.0,0.0
2011-08-08,106.02,108.24,102.54,102.74,79.5947,790300,0.0,0.0,0.0
2011-08-09,104.4,107.4,100.92,107.34,83.1584,579800,0.0,0.0,0.0
2011-08-10,105.46,106.3,102.48,102.68,79.5483,403100,0.0,0.0,0.0
2011-08-11,103.72,108.7,103.26,107.18,83.0345,919300,0.0,0.0,0.0
2011-08-12,108.48,109.0,107.32,108.04,83.7008,307200,0.0,0.0,0.0
2011-08-15,109.1,110.4,108.86,110.26,85.4207,225950,0.0,0.0,0.0
2011-08-16,109.22,110.36,108.24,109.32,84.6924,263800,0.0,0.0,0.0
2011-08-17,110.0,110.8,108.6,109.44,84.7853,160550,0.0,0.0,0.0
2011-08-18,106.58,106.7,103.74,104.9,81.2681,524000,0.0,0.0,0.0
2011-08-19,103.36,105.82,102.84,102.9,79.7187,1438400,0.0,0.0,0.0
2011-08-22,105.32,105.38,102.78,102.98,79.7807,246400,0.0,0.0,0.0
2011-08-23,103.52,106.58,103.0,106.54,82.5387,301950,0.0,0.0,0.0
2011-08-24,106.32,108.08,106.06,108.0,83.6698,151000,0.0,0.0,0.0
2011-08-25,108.72,109.18,105.62,106.38,82.4147,294150,0.0,0.0,0.0
2011-08-26,105.66,108.28,104.02,107.78,83.4993,197500,0.0,0.0,0.0
2011-08-29,109.34,110.96,109.24,110.92,85.9319,159000,0.0,0.0,0.0
2011-08-30,110.5,111.92,109.66,111.12,86.0869,129900,0.0,0.0,0.0
2011-08-31,111.98,112.9,110.92,111.68,86.5207,214950,0.0,0.0,0.0
2011-09-01,111.74,112.8,110.54,110.6,85.684,274900,0.0,0.0,0.0
2011-09-02,108.32,108.84,107.4,107.74,83.4683,150350,0.0,0.0,0.0
2011-09-06,104.72,107.14,104.64,107.0,82.895,197950,0.0,0.0,0.0
2011-09-07,108.72,110.04,108.3,110.02,85.2347,199700,0.0,0.0,0.0
2011-09-08,109.34,110.58,108.68,108.86,84.336,115650,0.0,0.0,0.0
2011-09-09,107.66,107.94,105.44,106.0,82.1203,174200,0.0,0.0,0.0
2011-09-12,104.7,106.76,104.36,106.76,82.7091,161350,0.0,0.0,0.0
2011-09-13,107.1,108.06,106.38,107.64,83.3909,193500,0.0,0.0,0.0
2011-09-14,108.26,110.46,106.76,109.16,84.5685,459000,0.0,0.0,0.0
2011-09-15,110.34,111.1,109.42,111.04,86.0249,128700,0.0,0.0,0.0
2011-09-16,111.44,112.06,110.7,111.7,86.5362,79000,0.0,0.0,0.0
2011-09-19,109.86,111.1,109.18,110.66,85.7305,82150,0.0,0.0,0.0
2011-09-20,111.12,112.14,110.44,110.48,85.5911,154550,0.0,0.0,0.0
2011-09-21,110.6,110.86,107.14,107.14,83.0035,139000,0.0,0.0,0.0
2011-09-22,104.2,105.0,102.38,103.78,80.4004,420500,0.0,0.0,0.0
2011-09-23,102.6,104.32,102.46,103.68,80.7744,329200,0.58,0.0,0.0
2011-09-26,104.72,106.34,103.32,106.2,82.7377,193850,0.0,0.0,0.0
2011-09-27,108.44,109.28,106.86,107.42,83.6882,617550,0.0,0.0,0.0
2011-09-28,107.7,108.24,105.08,105.28,82.0209,197300,0.0,0.0,0.0
2011-09-29,107.06,107.46,104.16,106.04,82.613,119300,0.0,0.0,0.0
2011-09-30,104.56,105.48,103.38,103.52,80.6497,183300,0.0,0.0,0.0
2011-10-03,102.82,104.08,100.34,100.34,78.1723,333100,0.0,0.0,0.0
2011-10-04,99.14,102.82,98.24,102.54,79.8862,285650,0.0,0.0,0.0
2011-10-05,102.88,104.82,102.0,104.58,81.4756,281000,0.0,0.0,0.0
2011-10-06,104.52,106.62,103.76,106.6,83.0493,583800,0.0,0.0,0.0
2011-10-07,107.16,107.16,105.18,105.78,82.4104,627150,0.0,0.0,0.0
2011-10-10,107.74,109.36,107.66,109.36,85.1996,168200,0.0,0.0,0.0
2011-10-11,108.76,109.72,108.6,109.32,85.1684,663200,0.0,0.0,0.0
2011-10-12,110.28,111.6,110.0,110.32,85.9474,509150,0.0,0.0,0.0
2011-10-13,109.7,110.44,108.9,110.16,85.8228,364000,0.0,0.0,0.0
2011-10-14,111.5,112.06,110.92,111.98,87.2407,423450,0.0,0.0,0.0
2011-10-17,111.48,111.6,109.64,109.88,85.6047,309650,0.0,0.0,0.0
2011-10-18,109.84,112.84,109.0,112.08,87.3186,259100,0.0,0.0,0.0
2011-10-19,111.84,112.48,110.4,110.68,86.2279,107900,0.0,0.0,0.0
2011-10-20,111.0,111.48,109.6,111.18,86.6174,68200,0.0,0.0,0.0
2011-10-21,112.5,113.42,112.24,113.32,88.2847,87200,0.0,0.0,0.0
2011-10-24,113.56,114.96,113.44,114.76,89.4065,138550,0.0,0.0,0.0
2011-10-25,114.18,114.18,112.24,112.54,87.677,102400,0.0,0.0,0.0
2011-10-26,113.76,114.06,111.8,113.62,88.5184,1922200,0.0,0.0,0.0
2011-10-27,116.78,118.3,115.8,117.54,91.5724,309200,0.0,0.0,0.0
2011-10-28,117.04,117.78,116.88,117.66,91.6659,693650,0.0,0.0,0.0
2011-10-31,116.26,116.34,114.64,114.64,89.313,153450,0.0,0.0,0.0
2011-11-01,111.54,112.9,111.16,111.6,86.9447,307150,0.0,0.0,0.0
2011-11-02,113.26,113.76,112.32,113.36,88.3158,122650,0.0,0.0,0.0
2011-11-03,114.64,115.68,113.04,115.46,89.9519,173650,0.0,0.0,0.0
2011-11-04,114.46,114.9,113.42,114.8,89.4377,147450,0.0,0.0,0.0
2011-11-07,114.64,115.52,113.64,115.46,89.9519,79500,0.0,0.0,0.0
2011-11-08,116.1,117.02,115.02,116.84,91.027,135700,0.0,0.0,0.0
2011-11-09,114.24,114.72,112.4,112.62,87.7393,246850,0.0,0.0,0.0
2011-11-10,114.1,114.2,112.62,113.64,88.534,121800,0.0,0.0,0.0
2011-11-11,115.04,116.1,115.02,115.86,90.2635,132650,0.0,0.0,0.0
2011-11-14,115.42,115.48,114.22,114.74,89.3909,359550,0.0,0.0,0.0
2011-11-15,114.52,115.92,114.12,115.34,89.8584,402200,0.0,0.0,0.0
2011-11-16,114.2,115.46,113.32,113.48,88.4093,91900,0.0,0.0,0.0
2011-11-17,113.26,113.54,110.92,111.66,86.9914,989950,0.0,0.0,0.0
2011-11-18,112.02,112.18,111.1,111.5,86.8668,188150,0.0,0.0,0.0
2011-11-21,109.9,110.06,108.48,109.5,85.3086,236700,0.0,0.0,0.0
2011-11-22,109.2,109.8,108.38,108.92,84.8567,263300,0.0,0.0,0.0
2011-11-23,108.0,108.02,106.6,106.62,83.0649,249100,0.0,0.0,0.0
2011-11-25,106.4,107.58,106.3,106.3,82.8156,75650,0.0,0.0,0.0
2011-11-28,109.26,109.82,108.64,109.48,85.293,155550,0.0,0.0,0.0
2011-11-29,109.76,110.5,109.4,109.8,85.5423,134950,0.0,0.0,0.0
2011-11-30,112.9,114.48,112.62,114.3,89.0482,424450,0.0,0.0,0.0
2011-12-01,114.14,114.84,113.82,114.22,88.9859,107350,0.0,0.0,0.0
2011-12-02,115.4,115.68,114.14,114.16,88.9391,127300,0.0,0.0,0.0
2011-12-05,116.0,116.28,114.72,115.4,89.9052,194500,0.0,0.0,0.0
2011-12-06,115.38,116.2,115.02,115.5,89.9831,67600,0.0,0.0,0.0
2011-12-07,115.1,116.32,114.36,115.88,90.2791,86600,0.0,0.0,0.0
2011-12-08,115.02,115.26,113.08,113.38,88.3314,93450,0.0,0.0,0.0
2011-12-09,113.88,115.54,113.8,115.3,89.8272,882200,0.0,0.0,0.0
2011-12-12,114.28,114.28,112.66,113.64,88.534,127200,0.0,0.0,0.0
2011-12-13,114.22,114.76,112.0,112.56,87.6926,162800,0.0,0.0,0.0
2011-12-14,112.1,112.5,111.1,111.3,86.711,945150,0.0,0.0,0.0
2011-12-15,112.52,112.62,111.56,111.72,87.0381,82550,0.0,0.0,0.0
2011-12-16,112.52,113.1,111.64,111.8,87.1005,1480000,0.0,0.0,0.0
2011-12-19,112.28,112.5,110.44,110.66,86.2123,454150,0.0,0.0,0.0
